Damage,Time
40,2.859859
80,6.058249
120,6.118129
160,9.019323
200,9.098582
40,9.119372
240,11.09744
80,13.11644
120,14.65737
280,15.49904
320,17.51868
360,19.29697
160,21.19915
200,21.2567
240,22.77992
400,25.37932
440,26.81884
280,29.37811
480,31.61814
520,33.27619
320,33.53951
360,35.51807
560,37.41897
400,39.47622
600,39.53981
440,44.79666
640,45.51863
480,46.3378
680,47.47062
520,49.33784
560,52.59869
600,54.13918
640,54.35793
720,55.25764
680,56.57645
760,60.85667
720,60.87646
800,63.59889
760,64.61795
840,65.11876
880,66.77602
920,68.71986
960,71.27673
1000,73.09982
800,73.28001
1040,77.57762
840,78.09659
880,78.13644
1080,79.63817
1120,79.65675
920,79.71802
1160,84.17983
1200,85.77901
960,86.77675
1000,90.01701
1040,90.07684
1240,91.89869
1280,93.49654
1320,95.59718
1080,96.93864
1120,98.59708
1360,100.1777
1160,102.2181
1400,106.0568
1440,106.1187
1200,106.717
1240,106.717
1480,107.6569
1520,107.7165
1560,110.9983
1600,112.876
128
