Damage,Time
40,0.8382736
40,1.717808
80,3.236043
80,4.298828
120,4.737572
160,6.237019
120,6.417827
160,6.458579
200,8.41755
240,8.618957
200,11.37922
280,11.7382
240,13.03994
280,13.09731
320,14.01625
320,14.55803
360,14.59818
360,15.51579
400,16.05984
440,16.11713
480,17.55898
400,17.65999
440,19.03795
520,19.53734
560,19.59717
600,21.13965
640,21.19949
680,22.63825
720,22.71839
480,23.2798
760,24.15756
800,24.21756
520,25.75717
560,25.75717
600,27.43987
840,28.81746
880,28.81746
640,30.19926
680,30.31936
920,30.37739
960,30.4167
1000,31.83878
1040,31.89766
720,32.33675
760,32.41875
1080,33.61732
1120,33.63898
800,37.15638
1160,38.63589
840,39.4994
880,39.65123
1200,40.27774
920,41.75825
1240,41.77802
1280,43.43758
960,45.61853
1000,45.71862
1320,50.44811
1360,52.07856
1040,52.77823
1400,53.57771
1080,59.6386
1120,61.97892
1160,61.97892
1200,64.59345
1240,66.95837
1280,66.99979
1440,67.41708
1480,68.91886
1320,69.43894
1520,70.79885
136
