KillCounter,KillTime
11,49.33329
6,280.6658
11,62.9999
8,42.33332
10,51.33328
8,141.0002
7,60.99991
9,237.9987
7,261.6653
9,61.99991
9,87.33341
9,78.66668
12,41.66665
7,148.6667
8,51.33328
8,22.66667
10,189.6661
9,42.66665
7,150.6667
8,29.66669
8,99.3335
8,76.33333
7,110.0003
11,64.66657
8,107.6669
8,131.667
9,139.0002
9,41.33332
7,258.3318
7,104.6669
9,58.99992
9,99.66684
9,59.66658
10,89.33343
8,82.66671
13,97.33349
11,81.00003
9,78.00001
9,72.66663
10,118.3336
10,57.66659
8,80.66669
9,74.66665
8,97.66682
8,54.6666
8,59.33325
10,42.33332
9,82.66671
11,59.99992
9,28.33335
10,76.66666
12,106.3336
9,62.33324
7,206.9992
14,58.66659
10,159.6666
8,252.3318
15,25.66668
10,106.3336
11,72.99997
10,131.667
13,42.66665
11,80.00002
11,48.66663
9,75.33332
10,93.33346
10,98.3335
9,27.00001
9,87.00008
11,26.66668
12,65.66658
11,86.3334
9,100.3335
11,22.33334
10,74.99998
8,77
10,14.99999
11,34.00002
11,44.99997
10,85.66673
10,115.667
12,41.33332
10,105.0002
12,40.99999
10,41.99998
11,16.66666
14,58.66659
12,150.3334
9,24.00001
12,46.3333
10,260.3319
11,39.66666
12,53.33327
12,44.33331
10,263.332
11,124.667
13,23.00001
12,328.334
15,42.33332
12,44.33331
11,57.33326
10,92.33345
11,72.66663
13,78.00001
11,32.66669
14,26.66668
12,89.33343
13,32.66669
13,91.00011
16,141.3335
10,121.0003
12,101.0002
12,76.33333
13,85.3334
12,38
11,87.00008
13,136.6669
11,110.6669
12,168.3331
14,32.00002
11,26.66668
13,23.66667
12,65.33324
13,111.0003
10,108.3336
16,71.66663
17,41.66665
11,137.0002
13,81.6667
13,24.00001
13,61.66658
12,33.33335
13,49.99995
12,24.00001
11,98.66683
15,81.00003
12,115.3336
13,47.99996
14,46.66663
18,51.33328
14,71.33329
14,97.00015
14,106.6669
13,80.66669
11,69.66661
14,57.99992
15,76.66666
14,32.00002
13,168.3331
12,88.00008
12,128.0004
14,62.33324
16,48.33329
14,71.66663
12,56.6666
14,36.66667
15,53.66661
14,68.6666
13,77.33334
13,75.99999
14,46.99997
15,52.99994
13,85.66673
14,27.66668
15,75.66666
14,156.6666
15,68.99994
13,72.66663
15,87.66675
14,23.00001
12,162.9998
15,49.66662
16,85.3334
16,56.6666
16,28.33335
15,79.00002
13,70.33328
15,15.33333
14,56.6666
17,163.3332
13,87.33341
15,37.33334
15,82.33337
14,182.3329
12,108.3336
14,35.33334
17,96.66682
15,65.33324
15,29.66669
15,136.3336
18,31.33335
16,49.33329
16,82.66671
16,63.9999
16,78.00001
16,38.33333
16,55.99993
15,96.66682
13,56.33326
16,64.99991
13,89.33343
17,20.33333
17,90.66677
16,52.33328
14,87.00008
15,155.3333
15,76.66666
17,39.99999
19,60.33325
19,202.6659
16,95.66681
18,79.00002
15,86.66674
14,101.3335
16,115.0003
16,84.66673
17,125.3337
18,39.33333
17,66.33325
17,76.66666
17,125.667
17,32.33335
14,54.6666
19,36.33334
17,68.6666
16,62.33324
18,35.33334
16,52.33328
14,87.33341
18,42.33332
17,98.3335
17,135.3336
18,51.33328
18,48.99996
15,90.66677
20,84.00005
17,62.9999
18,21.33334
18,55.6666
19,28.00002
18,96.00014
16,116.3336
15,60.99991
18,48.99996
19,74.33331
16,104.0002
20,103.0002
15,92.33345
17,54.6666
19,46.99997
19,39
17,129.667
21,40.33332
19,34.00002
20,88.33342
19,36.33334
17,41.66665
22,11.33333
16,32.66669
16,57.99992
18,68.33327
20,54.33327
20,22.33334
19,59.99992
20,35.33334
17,103.3335
18,83.66672
20,54.6666
17,68.6666
20,71.66663
17,33.66668
19,29.33335
17,34.00002
21,38.66666
20,66.33325
19,89.00009
21,83.66672
18,68.99994
18,202.6659
21,66.99992
18,27.66668
16,101.6669
23,68.99994
22,23.00001
18,77.33334
15,148.3334
21,68.6666
19,48.99996
24,17.66666
18,47.3333
21,56.99993
18,56.6666
20,80.00002
20,59.66658
22,52.66661
19,44.66664
25,22.33334
17,46.99997
20,59.33325
19,172.6664
19,28.33335
22,60.66658
21,73.66664
18,146.0001
18,18
20,51.99995
19,57.66659
21,98.00016
21,40.99999
19,48.66663
17,258.6652
20,35.33334
23,79.33335
22,28.00002
16,75.33332
23,38
22,75.66666
19,38
22,88.00008
19,47.66663
19,119.0003
26,64.99991
18,143.0002
21,82.66671
20,71.99996
21,149.6667
20,41.33332
23,18.33333
21,77.33334
17,37
22,57.66659
21,43.99998
20,34.33335
19,145.3335
27,29.33335
24,48.99996
19,35.00001
18,67.99993
21,78.66668
22,85.00006
23,75.33332
22,40.33332
24,44.99997
21,50.33329
20,61.33324
20,122.3337
20,104.6669
22,34.66668
22,71.99996
20,82.00004
22,61.99991
21,81.00003
23,67.6666
20,52.66661
22,29.00002
23,98.66683
24,46.3333
23,171.3331
24,127.0004
21,76.66666
25,47.99996
25,72.99997
21,46.66663
28,80.33336
23,30.33335
24,23.66667
23,40.33332
21,35.66668
21,55.33327
21,53.33327
22,24.00001
19,92.33345
22,124.667
23,56.6666
22,47.66663
18,119.0003
22,17.33333
25,39
22,31.33335
20,117.3336
23,59.66658
26,47.99996
23,26.33335
24,40.66666
23,20.33333
23,26.66668
29,52.66661
25,58.99992
24,62.33324
24,36.33334
23,118.3336
23,40.99999
23,122.667
22,59.99992
24,66.33325
26,75.66666
19,48.66663
26,46.99997
24,38
22,76.66666
21,49.33329
23,21
20,73.66664
23,65.99992
24,52.66661
25,93.00012
26,45.66664
27,27.66668
21,130.0004
25,58.99992
30,63.9999
25,53.33327
24,146.6668
27,80.00002
21,36.33334
25,93.00012
23,57.66659
27,68.33327
26,53.99994
24,102.0002
26,16.33333
25,60.66658
26,44.66664
24,104.3335
24,95.33347
28,68.6666
20,101.0002
24,35.33334
22,68.99994
27,81.00003
24,94.00013
22,102.3335
24,141.0002
28,46.99997
25,65.33324
24,94.00013
28,68.33327
25,137.3336
24,133.3336
27,36.00001
25,119.0003
25,48.66663
22,73.66664
27,52.99994
25,42.66665
21,32.33335
27,58.99992
25,22
29,30.33335
23,41.66665
28,14.33333
25,31.66669
29,47.99996
25,59.99992
26,27.00001
22,16.66666
26,101.0002
23,39.66666
25,46.99997
26,29.33335
27,18.66666
23,19.33333
31,127.0004
26,52.66661
26,50.33329
30,32.00002
26,34.00002
25,63.9999
28,73.99998
26,29.66669
24,42.99998
29,44.66664
30,46.3333
26,48.33329
27,14.33333
27,24.00001
29,18
29,83.00005
23,71.99996
28,64.33324
26,90.66677
26,122.3337
25,106.3336
26,67.99993
24,65.66658
28,24.00001
28,53.66661
27,44.33331
28,33.00002
28,104.6669
32,57.99992
30,38.33333
27,38.66666
24,70.66662
27,26.33335
31,54.33327
29,28.00002
30,48.33329
33,22.66667
29,46.66663
27,66.33325
26,77
30,59.33325
27,108.3336
29,40.33332
28,45.33331
24,67.33326
25,60.33325
25,91.66678
26,71.99996
32,38.66666
30,37.33334
28,33.66668
28,44.99997
27,82.33337
29,20
28,59.66658
29,72.66663
31,116.667
34,45.66664
31,39
27,135.0003
31,50.99995
26,24.00001
29,79.33335
25,64.99991
32,9
25,39.66666
30,59.66658
27,33.33335
26,36.66667
28,25.00001
30,57.99992
32,31.33335
28,38
27,76.33333
27,134.3336
31,54.6666
27,39
31,18
31,35.66668
26,45.66664
28,93.33346
33,27.66668
30,61.99991
28,43.33331
30,67.99993
29,34.66668
32,63.33324
28,31.00002
30,59.99992
26,59.33325
29,81.6667
31,143.0002
34,22.33334
35,80.00002
32,36.66667
28,38.66666
31,23.33334
27,64.33324
30,27.00001
29,28.33335
33,21
29,96.00014
29,99.3335
33,107.3336
33,85.66673
27,42.99998
32,52.33328
29,47.99996
27,34.00002
30,33.66668
28,27.33335
34,22
29,86.00007
31,58.66659
29,39.99999
29,55.99993
35,48.66663
33,53.99994
32,57.33326
31,75.33332
30,40.33332
33,41.33332
34,54.6666
32,79.33335
36,75.99999
28,58.99992
30,36.00001
34,14.33333
36,30.33335
34,71.99996
35,44.66664
32,121.667
32,54.99994
34,38
29,62.33324
32,34.33335
30,88.33342
31,91.66678
31,73.99998
28,75.66666
30,95.00014
28,140.0002
33,46.66663
37,32.33335
31,44.66664
30,66.99992
35,34.00002
33,25.33334
34,12
30,27.66668
30,85.66673
35,29.00002
33,48.66663
33,39.33333
33,30.33335
35,55.6666
30,126.3337
29,58.66659
36,21.66667
31,35.33334
36,21
32,44.33331
32,45.33331
29,46.99997
31,53.99994
31,31.33335
35,34.33335
34,28.33335
31,36.66667
34,37
30,16.66666
37,33.66668
31,65.33324
35,107.0002
33,35.33334
36,99.3335
36,48.99996
35,34.66668
31,113.0003
38,23.00001
34,78.00001
37,15.99999
29,92.66679
31,64.99991
32,93.33346
33,57.66659
32,64.33324
38,97.00015
37,129.667
32,33.00002
32,53.66661
34,89.00009
32,15.99999
37,72.99997
32,27.33335
32,65.33324
39,30.00002
37,40.66666
36,47.3333
34,45.33331
33,18
35,64.99991
38,25.66668
33,27.33335
34,35.33334
30,102.6669
31,72.99997
40,16.66666
33,25.00001
33,28.66668
35,32.33335
33,41.66665
33,32.00002
30,54.99994
41,19
37,37.33334
36,24.33334
35,33.33335
34,21.33334
34,35.66668
36,41.99998
38,55.6666
34,31.33335
35,50.99995
32,38.33333
38,81.6667
35,84.00005
31,50.66662
39,85.3334
36,140.3335
37,23.66667
35,26.33335
39,68.6666
36,27.33335
35,32.66669
34,59.66658
38,44.99997
31,52.99994
36,123.3337
32,162.6665
42,57.66659
36,20
38,98.66683
37,28.00002
39,44.66664
35,53.99994
39,53.66661
40,23.66667
40,36.00001
32,38.33333
34,84.00005
36,58.33326
36,25.00001
38,40.99999
37,68.99994
33,23.33334
36,65.66658
37,27.66668
37,26.00001
33,30.66669
32,53.99994
40,35.66668
35,59.33325
33,163.3332
36,39.66666
41,48.66663
34,151.6667
34,25.33334
33,111.6669
39,67.33326
33,37.66667
41,72.66663
39,62.66657
39,97.33349
38,81.00003
38,66.33325
43,98.00016
41,53.66661
35,34.00002
42,41.66665
34,52.66661
40,28.66668
40,101.0002
34,36.00001
37,122.0003
37,61.66658
35,45.99997
38,74.66665
34,92.33345
37,116.667
42,34.00002
43,16.33333
39,37
38,18
43,11.33333
42,30.00002
39,42.66665
38,19.33333
44,37
38,106.6669
36,44.66664
41,36.66667
35,40.66666
37,119.0003
35,47.99996
40,62.9999
44,23.66667
40,30.00002
37,146.6668
45,28.66668
39,37.33334
45,14.33333
40,35.66668
36,21.66667
35,59.33325
40,91.00011
36,62.9999
41,76.66666
39,40.33332
37,37.66667
36,137.0002
42,40.99999
38,29.66669
39,58.33326
38,83.00005
35,185.3328
41,42.99998
40,33.33335
41,36.66667
40,24.00001
40,14
38,60.66658
46,47.66663
39,24.00001
44,97.33349
46,51.33328
39,107.0002
37,49.33329
43,39
37,39.99999
41,21.66667
36,80.33336
37,54.6666
41,83.00005
41,58.99992
41,38
39,42.99998
38,56.33326
43,109.3336
34,159.3332
42,46.66663
38,14.66666
36,49.99995
39,39.99999
38,35.00001
38,31.66669
37,29.66669
47,45.66664
42,83.66672
42,36.66667
45,52.33328
40,50.66662
44,50.99995
35,36.33334
42,77.66667
42,48.33329
40,70.33328
39,39.66666
38,26.66668
39,29.66669
42,52.33328
47,74.66665
48,35.66668
42,63.66657
44,64.99991
40,19
46,40.99999
45,33.66668
43,45.66664
40,73.99998
43,30.33335
43,68.33327
37,66.66659
49,19.33333
40,32.66669
41,34.00002
36,145.3335
43,41.99998
36,46.99997
39,68.99994
39,89.33343
43,32.00002
46,20
45,28.66668
41,61.99991
43,45.33331
38,22.66667
39,51.99995
41,134.3336
42,21.33334
44,29.33335
43,85.66673
47,19.33333
50,35.66668
41,47.99996
47,50.33329
40,34.00002
39,22
44,49.99995
42,27.33335
45,20.66667
37,38
40,114.0003
44,35.00001
51,22
40,48.33329
46,44.66664
42,40.66666
41,70.33328
41,64.33324
44,48.99996
41,20.33333
48,96.33348
45,22.33334
40,27.66668
44,64.66657
46,27.00001
37,69.99995
42,35.66668
48,36.66667
44,84.33339
43,36.66667
45,38.66666
43,61.33324
41,46.3333
44,60.99991
40,73.33331
38,49.33329
52,40.33332
43,34.33335
46,16.33333
42,34.33335
45,33.66668
41,35.33334
45,30.66669
53,18.33333
38,43.66665
47,57.33326
42,52.99994
49,41.99998
44,36.66667
47,50.66662
43,52.99994
41,34.00002
49,58.99992
48,96.66682
46,62.33324
45,68.99994
44,38.66666
47,37.66667
41,80.00002
54,29.33335
39,53.99994
42,44.99997
43,40.66666
44,33.33335
45,41.33332
42,35.00001
42,81.33337
50,51.33328
48,35.66668
46,64.66657
49,48.33329
45,41.66665
39,62.9999
45,20.33333
42,40.33332
44,100.3335
45,89.00009
55,39.33333
44,32.00002
46,58.99992
49,24.33334
46,35.66668
47,65.99992
48,76.33333
46,99.00017
47,32.66669
46,27.66668
46,31.00002
40,61.33324
48,94.6668
43,64.66657
45,34.33335
43,37
45,32.33335
47,24.00001
43,57.99992
51,59.33325
50,58.33326
47,30.33335
49,28.66668
40,64.33324
48,16.99999
46,23.66667
49,49.33329
56,66.33325
48,45.33331
47,61.33324
44,31.33335
47,52.33328
48,22.66667
43,102.6669
51,32.33335
48,71.99996
41,28.33335
46,56.6666
42,205.3325
49,33.33335
48,16.66666
44,61.99991
52,48.66663
44,64.66657
50,85.3334
49,28.66668
46,108.6669
44,20
47,16.66666
49,20.66667
47,45.33331
41,88.00008
50,170.6664
48,43.99998
45,43.66665
42,33.33335
50,65.99992
49,29.00002
50,62.66657
50,22.66667
47,116.0003
50,41.33332
51,38
50,37.66667
48,28.66668
45,41.33332
45,43.66665
51,24.33334
52,59.33325
49,34.33335
43,29.00002
49,76.33333
43,67.33326
48,52.66661
53,67.6666
50,42.66665
46,53.99994
51,44.33331
54,11
51,39.99999
42,63.33324
49,41.33332
46,45.33331
51,58.33326
45,85.66673
53,46.99997
55,19.33333
44,37.66667
50,44.33331
51,30.00002
57,131.0003
47,100.0002
50,46.99997
47,21.66667
54,16.66666
44,57.33326
49,55.99993
52,37.66667
45,20.33333
51,82.00004
43,306.6666
50,49.33329
52,31.66669
51,25.00001
51,106.0002
48,101.0002
46,45.66664
45,28.00002
46,108.0002
52,111.3336
51,52.99994
53,39
51,25.33334
53,27.66668
48,50.99995
52,71.99996
44,37
52,32.00002
58,63.66657
52,124.3337
52,20
52,58.99992
54,23.66667
56,84.66673
49,25.33334
53,24.66668
55,78.33334
49,55.99993
52,61.33324
53,44.33331
47,46.66663
47,62.9999
52,123.3337
50,22.66667
54,13
56,20.33333
50,92.33345
48,105.3335
55,32.33335
47,136.6669
46,75.33332
53,22
54,57.33326
50,28.00002
53,39.66666
43,138.3336
48,26.33335
57,43.66665
51,16.99999
59,74.33331
45,77.33334
55,31.66669
49,29.66669
54,24.66668
47,26.66668
58,16.99999
52,16.66666
57,34.66668
53,77.66667
48,46.66663
53,47.99996
53,72.66663
53,86.66674
60,19
51,38.33333
55,41.66665
48,49.66662
46,147.0001
48,26.00001
46,33.66668
51,69.99995
49,61.33324
54,38
53,44.66664
61,32.33335
52,33.66668
52,140.6669
47,30.00002
54,111.0003
55,56.6666
54,79.00002
54,53.99994
56,41.66665
47,28.33335
50,61.66658
54,52.33328
53,14.99999
59,63.33324
49,63.9999
56,71.33329
49,43.99998
44,92.00011
58,69.66661
56,19.33333
56,108.6669
45,12.66666
50,44.33331
57,12
51,27.33335
54,25.00001
57,21.66667
62,44.33331
54,45.99997
52,57.33326
55,39
46,15.99999
60,35.00001
55,49.33329
48,54.33327
63,16.66666
58,22
55,48.33329
57,52.99994
59,45.99997
50,48.33329
56,24.33334
51,42.66665
57,59.33325
61,39.99999
55,49.99995
60,28.66668
56,39.66666
55,60.99991
53,104.3335
55,109.6669
58,44.33331
47,62.66657
58,70.99995
49,57.66659
51,49.33329
48,108.3336
52,40.33332
56,29.66669
61,25.66668
56,67.6666
59,67.6666
58,47.3333
62,48.66663
53,22.66667
50,122.667
56,37.33334
60,18
57,23.66667
52,31.00002
57,86.00007
59,49.66662
48,46.99997
57,16.66666
52,121.3337
61,18.33333
63,26.66668
53,122.667
57,43.66665
62,46.66663
57,71.33329
53,22
49,199.666
54,31.00002
59,60.33325
54,70.66662
50,62.9999
58,19.66667
62,23.66667
51,49.66662
59,62.9999
55,25.33334
53,46.99997
58,37.66667
63,40.33332
63,22.33334
60,37.33334
54,253.3318
54,40.33332
49,93.66679
64,154
59,35.66668
50,43.66665
58,72.3333
49,59.99992
52,28.66668
64,56.33326
55,214.6657
64,16.66666
51,47.99996
59,21.33334
54,23.66667
65,18.66666
51,17.33333
55,25.33334
56,136.3336
58,83.00005
65,17.66666
55,69.33327
60,27.66668
56,20.33333
55,39.66666
55,23.66667
56,58.33326
60,104.6669
58,94.33347
60,32.66669
61,53.99994
50,45.33331
52,38.33333
59,34.00002
64,73.99998
54,116.667
56,48.33329
66,53.66661
59,69.33327
61,31.00002
53,22.66667
61,34.00002
56,44.66664
56,44.33331
60,103.0002
61,61.66658
67,19.66667
55,21.66667
50,92.66679
65,22.66667
60,18.66666
65,80.33336
62,14
51,42.99998
60,35.66668
66,69.99995
62,28.66668
61,17.33333
57,41.33332
54,33.66668
57,84.33339
57,90.66677
61,25.66668
67,20
57,71.66663
51,26.00001
57,33.66668
53,113.6669
52,29.66669
61,31.33335
68,38
66,37.33334
62,41.99998
56,44.33331
58,18.33333
55,23.66667
59,88.66676
63,45.33331
54,19.66667
66,48.33329
63,33.00002
62,27.66668
62,37
53,26.66668
58,38
58,34.00002
58,38
58,41.33332
56,18.33333
67,26.00001
63,24.66668
60,22.66667
62,111.6669
56,134.0003
55,22.66667
52,46.3333
67,34.66668
68,61.99991
54,28.00002
52,169.9997
53,21.66667
59,35.33334
57,106.3336
59,51.66661
63,47.66663
68,34.33335
63,32.66669
56,34.33335
64,55.33327
57,62.33324
59,43.33331
59,48.66663
59,50.66662
64,15.33333
64,67.6666
69,78.00001
55,30.66669
61,48.99996
69,20
58,14
58,24.66668
64,55.99993
62,89.00009
60,27.33335
57,60.66658
53,36.66667
57,23.33334
64,26.33335
69,44.33331
54,39.33333
59,14.33333
60,40.66666
59,18.33333
68,55.6666
65,29.66669
65,40.33332
70,17.33333
61,25.00001
70,32.00002
58,26.66668
63,29.33335
62,35.33334
60,49.66662
60,52.66661
60,51.99995
58,33.66668
63,107.3336
60,29.00002
66,19.33333
55,32.33335
65,39
71,21
62,30.00002
71,32.66669
66,34.66668
65,68.99994
67,19.66667
61,23.00001
61,25.66668
61,29.33335
60,48.33329
61,52.99994
65,67.6666
72,19.66667
57,121.667
63,43.66665
70,83.33338
54,71.66663
62,16.99999
64,51.33328
59,52.66661
62,16.99999
56,89.66676
64,45.66664
69,69.66661
72,30.00002
66,21.66667
71,12.66666
63,34.33335
62,29.00002
67,41.33332
55,26.00001
61,38.66666
70,21
62,48.99996
64,38
72,23.33334
67,25.00001
61,74.66665
66,71.66663
57,38.66666
63,28.00002
65,38
71,19
66,67.33326
62,30.00002
68,34.33335
63,52.99994
73,70.99995
68,28.66668
66,20.66667
67,27.66668
73,57.99992
73,33.66668
67,23.00001
69,18.33333
63,83.00005
63,29.33335
59,123.3337
74,19.33333
60,85.00006
58,96.33348
58,44.66664
65,55.99993
72,41.33332
64,79.66669
68,21.66667
68,111.0003
64,12.66666
67,32.33335
64,45.99997
70,22
75,16.99999
56,146.3334
69,18
73,24.66668
68,19
59,29.00002
65,22
69,26.33335
74,53.33327
65,28.66668
69,66.66659
66,33.00002
68,57.33326
74,63.66657
70,17.66666
65,127.0004
57,22.33334
71,31.33335
67,14.99999
63,104.3335
74,26.00001
60,58.66659
70,22.66667
71,15.66666
69,30.33335
75,23.00001
59,61.99991
66,20.33333
68,18
72,23.33334
64,22.33334
61,77.33334
66,46.3333
66,46.66663
61,25.33334
60,51.66661
72,26.33335
65,69.99995
76,30.00002
70,60.33325
75,60.33325
67,15.66666
73,15.66666
56,162.9998
73,30.00002
75,50.33329
66,23.00001
70,48.33329
64,114.667
67,33.00002
62,36.33334
69,81.33337
69,54.33327
58,77
62,174.9997
76,25.33334
63,15.99999
60,69.66661
67,69.66661
68,25.66668
70,21.33334
68,52.66661
67,38.66666
77,20.33333
68,17.33333
61,17.66666
59,27.33335
77,61.33324
70,29.66669
71,43.33331
64,23.66667
65,85.3334
63,33.00002
74,60.33325
57,62.9999
69,17.66666
61,88.00008
76,155
71,35.66668
58,12
65,22
69,26.66668
64,21
64,225.3322
71,32.00002
71,91.66678
78,39
78,41.66665
60,40.99999
66,19.33333
77,23.33334
71,137.6669
75,39
72,24.00001
65,24.33334
68,57.99992
74,105.0002
70,42.66665
67,14
70,35.33334
76,13
62,41.66665
72,32.00002
65,105.3335
76,123.667
62,67.33326
66,16.66666
77,10.66667
72,38.33333
72,28.00002
61,33.33335
59,51.99995
79,40.66666
69,34.00002
63,26.66668
77,23.66667
78,46.99997
69,105.0002
67,24.33334
63,30.66669
71,41.66665
65,65.66658
66,34.33335
70,12.66666
73,32.00002
79,65.33324
78,34.66668
68,48.66663
71,46.66663
78,21
66,104.3335
73,41.33332
80,33.33335
66,17.33333
75,61.99991
69,13
79,29.00002
62,48.66663
72,124.0004
73,64.66657
67,30.33335
72,34.00002
74,29.00002
76,15.99999
79,32.00002
73,101.6669
64,53.33327
68,57.33326
81,39
79,47.3333
73,31.00002
70,36.33334
74,46.99997
74,32.66669
70,70.66662
80,21
68,37.66667
71,69.33327
67,58.66659
67,58.66659
80,68.99994
60,98.66683
80,21.66667
69,25.00001
75,42.99998
80,56.33326
64,92.00011
82,27.33335
77,47.99996
72,74.33331
63,61.66658
74,28.33335
65,37
71,25.33334
68,20
72,21.66667
75,31.00002
73,59.99992
81,18.66666
61,28.00002
71,46.99997
68,29.66669
70,27.66668
62,273.6656
64,22
78,25.33334
81,34.00002
83,30.00002
82,18.66666
74,22.33334
66,27.00001
76,22.66667
76,39.66666
72,27.33335
72,14
75,35.33334
62,16.66666
69,54.33327
73,32.00002
71,20.33333
75,14.33333
69,41.66665
82,24.33334
73,22
70,18.66666
73,24.66668
67,29.66669
69,40.99999
77,29.00002
65,65.66658
74,99.66684
77,36.00001
65,44.99997
73,69.33327
76,25.33334
74,35.66668
83,47.66663
66,18
81,89.00009
68,21.33334
71,26.00001
75,105.6669
70,37.33334
81,105.6669
76,55.99993
70,32.66669
63,61.99991
72,58.66659
78,38
67,19.33333
75,33.66668
82,14
69,18.66666
78,34.00002
75,25.66668
74,46.3333
76,25.33334
77,23.66667
79,93.33346
76,16.66666
71,23.33334
79,19.66667
63,98.66683
84,93.33346
68,21.66667
74,70.66662
79,32.00002
83,84.33339
70,34.00002
74,68.6666
73,38.66666
80,23.00001
76,40.99999
66,75.33332
84,64.99991
64,50.33329
77,48.99996
80,26.66668
75,59.66658
75,40.33332
80,52.33328
84,36.66667
74,32.33335
85,28.33335
77,54.99994
81,31.00002
71,39.33333
78,61.66658
72,63.66657
72,97.66682
75,47.66663
85,63.66657
82,106.0002
64,67.6666
76,26.33335
86,21
67,49.99995
69,71.99996
77,51.66661
81,26.00001
75,27.33335
65,56.6666
78,16.66666
68,18
78,39.33333
72,37.33334
86,27.33335
76,48.33329
83,28.00002
82,45.66664
79,45.99997
76,26.33335
65,38
77,12.66666
82,31.66669
81,73.33331
83,15.99999
87,24.33334
77,44.33331
78,77.66667
84,21.66667
66,33.33335
73,60.66658
71,157.9999
77,176.333
70,54.99994
88,13.33333
83,149.0001
73,39.33333
79,42.33332
85,19
69,45.99997
83,30.33335
85,88.66676
73,83.00005
78,39.66666
79,34.00002
78,35.33334
80,49.33329
71,26.00001
84,39.99999
82,43.66665
72,34.00002
79,69.33327
66,57.33326
77,59.99992
78,37.33334
84,38
73,12
84,34.33335
80,40.33332
85,19.33333
67,57.66659
81,24.00001
74,52.33328
85,13.33333
67,23.00001
87,114.667
86,51.99995
80,29.66669
80,40.33332
74,22
79,47.66663
85,30.00002
79,46.66663
86,18.66666
68,27.00001
74,59.99992
72,49.66662
89,76.66666
68,24.33334
80,19.66667
74,91.66678
75,23.33334
88,28.66668
87,12.66666
86,25.00001
83,67.99993
78,60.99991
75,15.33333
69,25.66668
75,46.3333
76,165.6665
73,26.66668
90,25.00001
88,16.99999
89,21.33334
86,64.66657
81,47.99996
87,52.33328
81,30.00002
79,78.66668
82,65.66658
70,107.6669
84,23.00001
81,60.66658
87,13.33333
81,78.66668
69,43.66665
79,29.33335
86,117.0003
75,53.33327
70,28.66668
80,61.33324
80,18.33333
76,33.00002
87,39.66666
76,47.66663
82,24.66668
76,38.66666
88,29.66669
83,27.33335
70,17.33333
81,15.33333
77,14
82,25.33334
90,40.66666
74,50.33329
82,38.66666
77,55.33327
91,54.33327
71,41.33332
88,34.00002
77,21
88,28.66668
89,23.33334
82,46.66663
80,43.33331
83,34.66668
75,23.00001
78,27.33335
84,34.00002
72,20
89,16.66666
91,29.66669
90,18
81,52.33328
81,17.33333
82,40.33332
