Damage,Time
40,6.379663
80,8.057389
120,9.618024
160,11.21809
200,21.37723
240,22.95995
280,24.5793
320,26.07775
360,33.37941
400,34.89898
440,36.4775
480,38.07864
520,51.09776
560,54.31989
600,55.91876
640,57.39864
680,62.47854
720,64.09874
760,65.53712
800,67.0997
840,70.05841
880,71.55863
920,73.05897
960,74.55855
1000,83.13955
1040,84.65937
1080,86.15894
1120,87.65862
1160,96.89884
1200,98.41956
1240,99.95969
1280,101.4595
1320,111.6369
1360,113.1192
1400,114.6175
1440,116.1188
1480,119.8787
1520,121.2979
1560,122.7779
1600,126.36
1640,127.8378
1680,129.3398
1720,130.8401
1760,135.6991
1800,137.3386
1840,138.7581
1880,140.26
1920,154.519
1960,157.6196
2000,159.0974
2040,160.6001
2080,163.7372
2120,165.2976
2160,166.7973
2200,168.5789
2240,172.8584
2280,174.459
2320,176.0594
2360,177.5574
2400,182.6997
2440,184.138
2480,185.5971
2520,187.1389
2560,188.5982
2600,190.1393
2640,191.6382
2680,193.1383
2720,202.1375
2760,203.6591
2800,205.1784
2840,206.6779
2880,212.2393
2920,213.9585
2960,215.4576
3000,216.9598
3040,220.798
3080,222.2975
3120,223.7984
3160,225.2998
3200,235.7186
3240,237.2197
3280,238.7155
3320,240.4808
3360,250.2605
3400,251.7792
3440,253.1779
3480,254.7579
3520,258.2593
3560,259.6772
3600,261.3006
3640,262.7788
3680,265.2003
3720,266.8799
3760,268.297
3800,269.8794
3840,275.6592
3880,277.0995
3920,278.6591
3960,280.2584
4000,285.678
4040,287.1782
4080,288.7197
4120,290.1975
4160,301.3967
4200,302.8993
4240,304.3966
4280,305.9587
4320,308.7567
4360,310.2561
4400,311.7579
4440,313.2564
4480,315.8789
4520,317.3576
4560,318.8586
4600,320.3591
4640,327.337
4680,328.9334
4720,330.4765
4760,331.9724
4800,334.9368
4840,336.4369
4880,338.0585
4920,339.4992
4960,353.4185
5000,354.9578
5040,356.559
5080,358.0515
5120,361.7368
5160,364.7379
5200,366.3563
5240,368.0496
5280,370.0351
5320,371.4559
5360,372.9756
5400,374.4758
5440,378.9962
5480,380.4889
5520,382.0069
5560,3
