Damage,Time
40,5.18949
40,5.252153
80,6.770126
80,7.430878
120,8.390391
160,10.15069
120,11.77135
200,11.77135
160,11.82951
240,13.50923
200,14.09151
240,14.18938
280,15.00937
280,16.48955
320,16.51043
360,18.40973
320,18.61014
400,19.91021
360,20.99155
400,20.99155
440,21.40971
480,23.03122
440,23.48979
480,23.48979
520,23.51076
520,24.73135
560,26.11075
600,26.16969
560,26.28978
600,28.12895
640,28.87129
680,28.9321
640,29.78964
720,31.03111
680,33.02959
760,33.07076
720,33.12993
760,34.61161
800,34.72934
800,35.71129
840,36.29042
880,37.92951
920,39.41139
960,39.46905
840,39.98934
1000,40.91085
1040,40.97028
880,42.01092
920,42.0505
1080,43.08871
1120,44.59063
960,45.6116
1160,46.51176
1200,48.0119
1240,50.03205
1000,50.13131
1280,51.6707
1040,51.89146
1080,51.93232
1120,51.99166
1320,53.16898
1160,54.51096
1200,54.57104
1240,54.59003
1360,54.67123
1280,56.78977
1320,56.82943
1360,56.87181
1400,59.31171
1440,60.81198
1480,60.87187
1400
