KillCounter,KillTime
471,26.1333248
472,29.48000796
473,23.1333312
474,23.7733364
475,22.75999816
476,22.5200024
477,23.65333724
478,25.4000032
479,25.4266664
480,25.746666
481,19.94666564
482,22.2800022
483,22.0399996
484,23.7466636
485,21.58666716
486,22.82666556
487,22.08000484
488,22.90668196
489,20.76000164
490,23.7333352
491,22.1066644
492,20.89333356
493,23.51999704
494,22.13333552
495,21.15999816
496,26.493344
497,21.9599976
498,22.0266676
499,22.879998
500,20.186664
501,28.62665836
502,26.213326
503,21.58666416
504,23.3199976
505,25.23999884
506,20.21333556
507,22.0533328
508,22.62666828
509,23.9866624
510,22.6799988
511,23.1466708
512,22.9200024
513,22.506677
514,21.50666724
515,21.8533312
516,24.6799984
517,23.5733296
518,23.95999516
519,24.70666876
520,27.98668084
521,24.70666784
522,17.7466668
523,18.5333348
524,24.693336
525,25.25333
526,22.78667084
527,22.78666068
528,25.7733316
529,24.54666684
530,27.52001116
531,23.6666688
532,26.08000432
533,24.080004
534,23.9866688
535,21.74666648
536,25.2266704
537,20.040002
538,24.50666264
539,24.29334884
540,21.41333716
541,24.50666636
542,26.8933236
543,26.7466608
544,22.73332964
545,24.34666196
546,25.586668
547,22.01332664
548,24.9866592
549,22.81333524
550,23.4666664
551,23.1599956
552,25.1066684
553,21.4799996
554,24.80000804
555,20.266662
556,22.57333112
557,28.1200204
558,27.173334
559,19.85333436
560,21.13333548
561,21.43999196
562,20.06666716
563,18.95833504
564,18.75000204
565,21.27777404
566,24.68055375
567,24.59721638
568,25.29165871
569,25.37500642
570,39.87515667
571,19.63889117
572,28.26389917
573,25.01388192
574,23.70833083
575,29.31944858
576,24.84722083
577,21.55555833
578,20.84722496
579,29.70831292
580,20.34722588
581,19.68055667
582,22.66666763
583,22.166665
584,19.48611413
585,24.56944167
586,25.22221817
587,24.68055817
588,21.36111167
589,22.05555375
590,25.22222292
591,22.958335
592,27.51388463
593,26.75001625
594,29.23613038
595,23.40277621
596,23.38888708
597,38.27775292
598,26.8333365
599,20.87499625
600,23.51388713
601,24.29166592
602,27.50001167
603,29.98611833
604,24.33334208
605,28.11111288
606,24.33332704
607,25.23611292
608,21.63889125
609,28.80555579
610,23.93055333
611,30.83331
612,25.90277704
613,25.04165625
614,20.94444042
615,22.48610779
616,24.97221379
617,21.53622909
618,20.59420478
619,24.23188261
620,22.23187874
621,21.85507696
622,29.803035
623,20.04544864
624,22.22727591
625,24.60607664
626,21.63635955
627,23.07936429
628,23.0333345
629,24.70175295
630,23.87036667
631,21.03704222
