Damage,Time
40,1.838265
80,3.339607
120,3.439245
160,5.077199
200,5.198012
240,6.638912
280,6.75941
320,8.597542
360,8.678252
400,10.13882
440,10.2398
480,11.63711
520,11.73953
560,13.79887
600,15.27731
640,16.85747
680,18.33881
720,19.91879
760,19.97875
800,21.36769
840,21.41935
880,21.43982
920,21.5178
960,22.85921
1000,22.91761
1040,22.93815
1080,23.01725
1120,27.23747
1160,27.39811
1200,27.43755
1240,28.8375
1280,28.87976
1320,30.33945
1360,30.35987
1400,30.39831
1440,31.81832
1480,31.81832
1520,33.31636
1560,33.37771
1600,34.81807
1640,34.85781
1680,36.31787
1720,36.35757
1760,37.83627
1800,37.89945
1840,37.91982
1880,39.33953
1920,39.39806
1960,39.41821
2000,43.9782
2040,45.45762
2080,53.55817
2120,53.59832
2160,53.59832
2200,55.11837
2240,55.13902
2280,55.15982
2320,61.27668
2360,62.79951
2400,65.79087
2440,67.39704
2480,72.23814
2520,72.29826
2560,73.73785
2600,73.79788
2640,77.85761
2680,77.89849
2720,79.45611
2760,79.49952
2800,81.89703
2840,83.97768
2880,84.01952
2920,85.47801
2960,87.17894
3000,91.75564
3040,95.13953
3080,96.63676
3120,96.67809
3160,98.81958
3200,102.1371
3240,102.1783
3280,103.6373
3320,103.6796
3360,105.1181
3400,105.1571
3440,105.2176
3480,106.659
3520,106.6767
3560,106.7385
3600,108.1595
3640,108.258
3680,110.2777
3720,110.3165
3760,111.7792
3800,111.8377
3840,113.2781
3880,113.3384
3920,116.2578
3960,116.2786
4000,116.3159
4040,117.8973
4080,117.9174
4120,117.9391
4160,119.3977
4200,119.4374
4240,119.4374
4280,120.8587
4320,120.8791
4360,120.8975
4400,122.3994
4440,123.8593
4480,125.3584
4520,126.8974
4560,126.8974
4600,128.3566
4640,128.3781
4680,128.4581
4720,130.4778
4760,130.5188
4800,131.9783
4840,132.019
4880,132.0391
4920,137.3989
4960,137.3989
5000,138.8773
5040,138.9194
5080,140.357
5120,140.4178
5160,141.8569
5200,141.9181
5240,143.3576
5280,143.4195
5320,144.857
5360,144.9197
5400,146.6964
5440,148.1995
5480,149.7181
5520,151.2589
5560,154.2778
5600,155.7766
5640,162.6979
5680,164.2378
5720,167.4768
5760,169.0188
5800,169.0362
5840,170.5179
5880,170.5376
5920,171.9976
5960,172.0566
6000,173.4591
6040,173.5173
6080,178.419
6120,182.1975
6160,182.2575
6200,182.2575
6240,183.6977
6280,183.7391
6320,183.7578
6360,185.1775
6400,185.2365
6440,185.2571
6480,190.9787
6520,192.4188
6560,192.4386
6600,192.5564
6640,194.0171
6680,195.5182
6720,197.5985
6760,197.6172
6800,197.7368
6840,199.159
6880,199.1971
6920,199.2973
6960,204.7979
7000,206.4183
7040,206.4375
7080,206.4569
7120,207.9767
7160,207.9978
7200,208.0176
7240,211.4788
7280,211.5161
7320,211.5787
7360,213.3574
7400,213.4166
7440,213.4579
7480,219.6179
7520,219.6564
7560,221.1381
7600,221.1781
7640,222.7381
7680,222.7789
7720,224.2384
7760,224.2787
7800,226.1973
7840,227.5962
7880,229.0981
7920,229.2192
7960,230.4971
8000,230.5962
8040,230.6172
8080,230.6963
8120,232.059
8160,232.0789
8200,232.136
8240,232.1759
8280,233.6372
8320,233.6767
8360,235.1358
8400,235.1571
8440,236.6765
8480,236.7175
8520,238.799
8560,238.8586
8600,238.8586
8640,240.376
8680,240.417
8720,240.417
8760,240.4377
8800,242.1384
8840,243.8775
8880,245.4965
8920,245.5363
8960,245.5759
9000,246.959
9040,247.0358
9080,247.0789
9120,248.8191
9160,250.1985
9200,252.2791
9240,253.8167
9280,255.2775
9320,255.438
9360,256.7785
9400,256.9392
9440,260.799
9480,262.3975
9520,263.9976
9560,265.5183
9600,270.9559
9640,270.9963
9680,271.0171
9720,272.8783
9760,272.917
9800,274.6573
9840,274.7169
9880,276.3378
9920,276.3971
9960,277.9755
10000,278.0379
10040,279.4779
10080,279.5363
10120,282.7778
10160,282.8187
10200,282.915
10240,284.3358
10280,284.3583
10320,285.8372
10360,285.8575
10400,287.3185
10440,287.3971
10480,289.1587
10520,289.1587
10560,290.6372
10600,290.7369
10640,292.1982
10680,293.6968
10720,296.7581
10760,298.1968
10800,299.6966
10840,299.7384
10880,302.1589
10920,302.2187
10960,303.6569
11000,303.6972
11040,305.1587
11080,305.198
11120,306.6579
11160,306.6966
11200,309.6573
11240,309.7176
11280,309.7578
11320,311.5575
11360,311.6188
11400,311.6585
11440,315.4569
11480,316.9563
11520,318.6966
11560,320.5169
11600,322.0562
11640,322.1179
11680,323.5778
11720,323.6372
11760,323.6579
11800,325.4181
11840,326.8793
11880,326.9191
11920,326.9775
11960,328.4173
12000,328.5175
12040,329.9165
12080,330.0136
12120,331.4983
12160,334.9568
12200,336.4566
12240,336.5176
12280,336.5567
12320,337.9557
12360,338.0178
12400,338.0588
12440,339.4572
12480,339.5178
12520,339.5552
12560,341.4177
12600,341.4962
12640,341.5582
12680,341.5778
12720,342.9175
12760,342.9778
12800,344.4575
12840,344.5373
12880,345.9567
12920,346.0355
12960,347.4384
13000,348.9574
13040,348.9974
13080,350.3783
13120,352.2554
13160,352.3785
13200,352.4378
13240,353.7959
13280,353.9175
13320,355.2965
13360,355.4177
