Damage,Time
40,6.666667
40,11
40,20.66667
80,21.33334
120,33.33335
40,36.33334
40,45.33331
40,47.66663
40,47.66663
40,48.66663
40,50.99995
40,53.33327
40,55.6666
40,57.33326
80,59.66658
80,64.66657
40,68.6666
80,69.33327
160,74.33331
80,74.66665
120,75.99999
80,78.00001
80,81.6667
80,87.00008
120,90.66677
80,94.6668
160,94.6668
80,107.3336
120,109.3336
120,113.0003
40,114.3336
120,128.3337
160,129.0004
80,129.3337
40,134.6669
80,136.0003
160,136.6669
40,137.3336
40,144.0001
160,144.6668
120,145.0001
120,154.3333
160,158.3333
160,161.3332
80,161.3332
200,162.6665
80,165.3331
200,166.3331
200,166.6665
200,167.3331
40,171.9997
240,176.333
120,177.9996
200,183.3329
240,187.9995
200,189.6661
120,193.9994
80,195.3327
240,196.9993
120,199.9993
200,201.6659
120,204.6659
240,208.3325
160,215.999
120,217.3324
240,231.6655
120,239.332
120,243.9986
160,243.9986
80,244.3319
80,244.9986
280,246.9986
40,248.6652
240,253.9985
160,259.6652
40,262.9986
160,263.6653
200,263.6653
200,271.3322
280,271.9989
240,271.9989
200,272.3322
240,277.9991
160,280.3325
120,281.3325
80,281.9992
280,283.3326
320,284.9993
80,288.6661
280,291.6662
160,291.9995
360,292.3329
240,292.9995
280,294.3329
120,299.9998
200,305.3333
160,306.6666
80,308.3333
240,309.6667
200,320.3337
280,322.6671
320,324.6672
240,325.6672
200,326.3339
320,329.334
160,331.6674
240,334.0008
320,336.0009
200,338.6676
320,343.6678
240,346.6678
120,348.6679
160,349.6679
200,351.668
360,353.0014
360,353.3347
280,354.6681
400,355.0014
440,358.3349
160,361.6683
320,362.6683
280,363.6684
360,364.6684
400,367.3351
280,367.6685
320,369.6685
320,371.0019
280,371.3353
160,374.6687
200,376.6688
280,382.0023
200,382.0023
320,382.3356
240,382.3356
320,384.0023
440,388.0024
400,390.0025
480,392.0026
320,393.3359
360,394.6693
400,396.336
480,399.6695
120,402.3362
440,402.6696
280,405.6696
360,406.3363
160,406.6697
440,407.6697
240,407.6697
400,408.0031
360,409.3364
280,411.0031
480,412.3365
520,413.3365
360,414.0032
360,420.0034
320,420.3368
400,422.0035
400,422.0035
360,424.3369
120,425.6703
240,426.0036
520,430.6704
200,432.6705
400,433.6705
360,434.3372
280,435.0039
440,435.6706
280,439.6707
240,443.6708
520,445.6709
320,446.3376
320,447.3376
560,447.6709
240,448.671
400,450.671
560,451.6711
440,457.3379
480,463.3381
360,463.3381
320,463.6714
400,464.6714
440,468.3382
440,469.0049
600,470.0049
480,472.6717
280,472.6717
520,474.6718
360,481.0053
520,482.3387
400,483.0053
160,485.3387
320,487.0055
480,488.0055
360,489.6722
440,490.6722
400,493.0056
440,494.339
480,495.6724
200,496.0057
400,497.6725
480,498.0058
200,498.3391
480,499.0058
280,503.006
280,503.6726
560,504.006
360,504.6727
320,505.006
320,505.6727
600,509.0061
440,509.6728
360,511.0062
640,511.6729
360,511.6729
360,511.6729
600,512.6729
520,514.6727
240,520.6724
400,521.0057
440,522.6722
440,523.0056
560,526.672
400,529.0052
480,530.0051
520,532.3383
480,536.3381
520,537.338
680,538.338
480,540.3378
720,542.3377
400,542.3377
440,544.3376
520,545.6708
640,547.0041
440,548.004
560,553.337
400,554.6703
520,555.6702
480,556.0035
560,556.3369
680,556.6702
280,557.6701
600,558.0034
320,559.67
440,561.3365
760,561.6699
400,562.6698
480,564.0031
440,566.0029
640,566.0029
240,566.0029
360,567.0029
560,567.0029
520,567.6695
520,567.6695
600,569.3361
600,574.6691
680,574.6691
560,575.0024
800,578.3355
400,583.0019
560,583.0019
480,584.3351
440,585.0018
560,586.0017
600,586.335
600,587.0016
840,587.0016
520,587.335
640,588.3349
560,588.6682
600,588.6682
560,592.3347
720,592.668
720,594.3345
480,594.6678
600,594.6678
640,595.6678
520,596.6677
640,598.001
280,599.3342
560,600.0009
560,600.3342
680,600.6675
680,600.6675
320,601.3341
480,602.0007
600,602.334
720,602.6674
