Damage,Time
40,1.52833
80,1.627953
40,3.027395
120,3.306657
160,3.367116
200,4.949264
240,5.00793
80,5.307644
120,7.867965
280,8.807179
320,10.54637
360,12.00823
400,13.62769
160,14.28935
440,15.16854
480,19.38896
200,19.88665
520,21.00689
240,22.26754
560,22.66868
280,24.48739
320,24.5085
360,26.44768
400,26.5071
440,31.40685
480,35.60711
520,37.76838
560,37.80791
600,38.92709
600,39.88771
640,39.94926
640,40.42704
680,42.16903
720,43.80921
680,44.62664
720,44.84927
760,45.78724
760,46.82696
800,49.34926
840,49.40853
880,49.44852
920,50.98927
960,51.0265
1000,51.04679
1040,51.10691
800,51.80762
840,51.86832
1080,52.80658
1120,52.8689
1160,52.94752
1200,54.44825
1240,54.568
880,54.78892
1280,56.58867
1320,56.66789
920,57.36806
960,57.40837
1000,57.42675
1360,58.387
1400,58.42906
1440,58.46731
1040,59.54727
1080,59.54727
1480,61.50867
1120,61.92797
1520,63.0459
1560,63.12776
1160,64.24814
1600,64.6467
1640,64.72922
1200,65.98707
1680,66.16
