Damage,Time
40,21.36735
40,27.63133
40,28.3737
40,28.68375
40,30.07064
40,30.85213
40,30.85213
40,31.10818
40,31.3966
40,31.93112
80,31.93112
80,32.19594
40,32.75323
40,32.75323
120,34.39671
40,35.51498
80,35.7562
80,36.30795
40,36.30795
80,37.32019
120,37.67881
40,38.0502
40,40.66607
40,40.66607
120,41.03821
80,43.34898
80,43.34898
80,44.10899
120,47.53728
80,47.89345
120,47.89345
80,48.58514
80,49.25338
80,49.25338
80,49.25338
80,49.25338
120,50.64166
120,51.00043
160,63.13625
80,63.82135
160,63.82135
160,63.82135
120,64.17807
40,64.17807
120,64.5093
160,64.82302
120,64.82302
120,65.19066
120,65.52155
160,65.52155
120,65.89641
200,65.89641
200,65.89641
200,66.61952
80,66.96478
160,67.71712
200,67.71712
40,79.22837
240,79.5994
120,79.93804
80,80.30434
200,80.30434
240,82.41984
120,82.81467
160,83.63387
160,93.23367
160,93.58366
240,93.58366
160,93.92014
120,95.28491
240,95.60841
160,95.60841
160,103.4608
200,104.7282
200,105.3727
280,108.5059
240,109.1044
160,109.1044
80,114.4101
200,114.4101
240,115.0702
200,115.0702
280,115.7345
160,117.6997
280,118.3174
200,120.1458
240,120.8387
120,122.2107
200,122.823
120,124.0612
280,124.0612
200,125.2771
80,127.4079
320,127.4079
320,128.1308
240,128.1308
320,128.8764
240,129.6196
200,131.7652
280,131.7652
360,131.7652
280,132.286
320,132.286
120,132.286
360,132.286
360,134.8986
360,134.8986
160,134.8986
320,136.3054
280,137.748
280,144.6934
240,146.0239
320,146.702
240,147.3134
280,147.3134
160,150.9721
160,150.9721
400,150.9721
320,153.1775
200,153.8582
240,153.8582
400,153.8582
320,154.5478
160,155.2271
160,155.8919
360,157.2107
400,159.8251
440,160.5093
440,160.5093
200,161.6244
240,161.6244
240,165.6292
480,165.6292
40,165.6292
200,168.0546
80,168.0546
280,176.3106
120,176.5848
200,177.1126
320,177.624
360,178.3928
240,179.0354
400,179.0354
520,179.7202
280,187.6125
280,187.9002
360,188.9321
440,188.9321
200,189.1825
320,189.4247
400,190.1629
400,192.0096
360,193.9655
280,194.3126
320,194.6534
240,199.6368
240,207.267
280,216.9236
240,217.6087
160,217.8721
480,218.3992
280,218.8988
320,219.825
440,220.8556
320,220.8556
