Damage,Time
40,1.697094
80,3.135973
120,3.197039
160,4.63963
200,4.697625
40,4.737611
240,6.177453
280,6.257761
320,7.679398
360,7.739885
80,8.357943
400,9.47637
120,10.49829
440,10.99866
160,13.13759
200,13.1769
240,13.23942
280,15.63943
320,15.75825
360,17.33779
400,17.35784
440,17.39831
480,19.37621
520,19.39746
480,20.01682
520,20.0365
560,20.95954
600,20.99797
560,22.51844
640,22.95957
680,24.5388
720,24.57898
760,24.63985
600,25.65801
640,25.69688
800,26.21724
840,26.27712
880,27.71966
920,27.73953
960,27.81709
1000,29.25635
1040,29.37984
680,29.79834
1080,30.99929
1120,32.95908
1160,34.4562
720,35.2166
760,35.31904
800,35.31904
1200,35.95666
840,36.77972
880,36.85663
920,36.87834
960,38.49914
1000,38.55797
1240,39.5997
1280,39.67777
1320,39.69739
1040,42.0367
1080,42.13846
1360,45.59752
1400,47.09932
1120,47.85829
1440,48.79787
1160,49.41646
1200,49.51942
1480,50.39806
1240,51.87898
1280,53.71934
1520,54.11877
1320,55.39935
1560,55
