Damage,Time
40,3.378776
40,9.819674
80,10.39795
80,12.4584
120,14.49629
160,17.15824
120,17.17894
200,19.29769
160,19.81855
200,23.339
240,25.09849
240,26.17884
280,26.69746
320,28.29965
360,30.39674
400,30.5389
280,30.79927
440,32.19704
320,32.99799
480,33.85878
360,35.95879
520,37.41962
560,40.91663
400,42.23732
600,42.99873
640,44.91702
440,45.57883
680,47.07677
480,47.13731
720,47.13731
520,47.15747
560,47.21945
600,48.71685
760,48.73741
640,48.77737
800,48.81818
840,48.81818
680,51.69925
720,51.75751
880,57.01966
760,57.31918
920,58.61974
800,58.99901
840,60.59962
960,62.49963
1000,64.87606
1040,67.03891
1080,68.69727
1120,71.798
1160,73.41712
1200,75.79706
1240,77.79772
1280,80.09806
880,81.31713
1320,82.31895
1360,83.89878
920,85.99699
960,89.17725
1000,93.39875
1400,96.73826
1440,96.79645
1040,97.1368
1080,97.17966
1120,98.69852
1160,98.75684
1480,98.99924
1520,99.03757
1560,100.699
1200,104.5768
1600,107.3577
1240,107.9983
1640,1
